,section,strat_height,d13C,d18O,strat_m,note,age
707,T22,1097.1,-1.54,-5.3,3177.1,,745.6490103186447
708,T22,1101.7,-1.82,-5.89,3181.7,,745.5707962878835
709,T22,1102.6,-1.28,-1.45,3182.6,,745.5554935427346
710,T22,1103.9,-1.57,-5.14,3183.9,,745.5333895775194
711,T22,1106.7,-1.75,-4.24,3186.7,,745.4857810370561
712,T22,1108.1,-1.83,-4.36,3188.1,,745.4619767668244
713,T22,1109.0,,,3189.0,,745.4466740216754
714,T22,1112.7,-1.63,-6.21,3192.7,,745.3837627360632
715,T22,1115.8,-1.02,-6.54,3195.8,,745.3310532805502
716,T22,1119.5,0.34,-4.4,3199.5,,745.268141994938
717,T22,1123.1,0.5,-4.75,3203.1,,745.2069310143422
718,T22,1125.8,2.03,-3.58,3205.8,,745.1610227788954
719,T22,1129.1,2.33,-3.97,3209.1,,745.1049127133492
720,T22,1132.6,1.96,-4.96,3212.6,,745.04540203777
721,T22,1134.8,2.06,-2.71,3214.8,,745.007995327406
722,T22,1137.1,,,3217.1,,744.9688883120253
723,T22,1140.7,2.92,-3.89,3220.7,,744.9076773314296
724,T22,1142.3,2.86,-4.37,3222.3,,744.8804724511648
725,T22,1145.6,1.76,-4.03,3225.6,,744.8243623856187
726,T22,1147.0,2.15,-3.47,3227.0,,744.8005581153869
727,T22,1150.1,,,3230.1,,744.747848659874
728,T22,1155.8,,,3235.8,,744.6509312739307
729,T22,1158.9,2.9,-3.57,3238.9,,744.5982218184178
730,T22,1159.6,,,3239.6,,744.5863196833019
731,T22,1161.7,2.52,-4.2,3241.7,,744.5506132779544
732,T22,1176.7,1.38,-3.73,3256.7,,744.2955675254722
733,T22,1179.7,,,3259.7,,744.2445583749757
734,T22,1182.6,,,3262.6,,744.1952495294958
735,T22,1184.2,1.74,-3.05,3264.2,,744.168044649231
736,T22,1185.7,,,3265.7,,744.1425400739828
737,T22,1187.0,,,3267.0,,744.1204361087676
738,T22,1188.1,3.19,-3.55,3268.1,,744.1017327535856
739,T22,1189.0,,,3269.0,,744.0864300084367
740,T22,1193.7,,,3273.7,,744.0065156726589
741,T22,1197.8,3.03,-3.03,3277.8,,743.9368031669804
742,T22,1200.1,,,3280.1,,743.8976961515998
743,T22,1203.5,,,3283.5,,743.8398857810372
744,T22,1205.3,2.52,-3.36,3285.3,,743.8092802907394
745,T22,1206.7,,,3286.7,,743.7854760205076
746,T22,1212.3,,,3292.3,,743.6902589395809
747,T22,1214.2,,,3294.2,,743.6579531442665
748,T22,1221.3,2.21,-5.39,3301.3,,743.5372314880915
749,T22,1227.6,,,3307.6,,743.430112272049
750,T23,0.3,2.47,-4.74,3310.3,,743.3842040366021
751,T23,4.3,1.8,-5.94,3314.3,,743.3161918359401
752,T23,6.2,1.33,-5.58,3316.2,,743.2838860406257
753,T23,9.0,2.41,-8.51,3319.0,,743.2362775001624
754,T23,12.9,2.19,-6.65,3322.9,,743.169965604517
755,T22,1245.0,,,3325.0,,743.1342591991695
756,T23,15.8,2.19,-4.11,3325.8,,743.120656759037
757,T22,1246.8,2.87,-3.37,3326.8,,743.1036537088715
758,T23,18.8,2.77,-4.35,3328.8,,743.0696476085405
759,T22,1251.0,,,3331.0,,743.0322408981765
760,T22,1253.7,,,3333.7,,742.9863326627296
761,T23,25.1,1.58,-4.97,3335.1,,742.9625283924979
762,T22,1257.7,2.41,-3.32,3337.7,,742.9183204620676
763,T23,30.2,1.27,-4.66,3340.2,,742.875812836654
764,T22,1261.6,,,3341.6,,742.8520085664222
765,T23,31.7,1.56,-4.32,3341.7,,742.8503082614056
766,T22,1262.8,,,3342.8,,742.8316049062236
767,T22,1264.3,,,3344.3,,742.8061003309754
768,T23,34.7,1.57,-4.85,3344.7,,742.7992991109091
769,T23,37.8,1.74,-4.15,3347.8,,742.7465896553962
770,T23,39.7,1.59,-4.22,3349.7,,742.7142838600818
771,T23,43.4,2.2,-4.18,3353.4,,742.6513725744694
772,T23,44.5,2.04,-3.79,3354.5,,742.6326692192873
773,T23,47.3,1.6,-3.57,3357.3,,742.585060678824
774,T23,49.5,2.29,-7.89,3359.5,,742.5476539684599
775,T23,51.5,2.0,-7.15,3361.5,,742.5136478681289
776,T23,53.3,1.55,-5.32,3363.3,,742.4830423778311
777,T23,54.4,1.81,-5.23,3364.4,,742.464339022649
778,T22,1288.6,2.31,-3.33,3368.6,,742.392926211954
779,T23,60.1,0.55,-2.7,3370.1,,742.3674216367058
780,T22,1291.9,,,3371.9,,742.336816146408
781,T23,62.2,1.97,-4.56,3372.2,,742.3317152313583
782,T22,1295.3,,,3375.3,,742.2790057758453
783,T23,72.0,2.6,-2.7,3382.0,,742.1650853397366
784,T22,1303.6,2.06,-4.07,3383.6,,742.1378804594718
785,T22,1304.7,,,3384.7,,742.1191771042897
786,T23,75.5,2.0,-3.33,3385.5,,742.1055746641573
787,T23,77.5,2.86,-3.41,3387.5,,742.0715685638263
788,T23,79.7,1.41,-4.03,3389.7,,742.0341618534623
789,T23,81.7,2.22,-4.13,3391.7,,742.0001557531313
790,T23,82.9,2.6,-10.29,3392.9,,741.9797520929327
791,T22,1313.7,,,3393.7,,741.9661496528004
792,T22,1315.8,1.91,-2.62,3395.8,,741.9304432474528
793,T22,1319.5,,,3399.5,,741.8675319618405
794,T22,1320.9,,,3400.9,,741.8437276916088
795,T22,1321.5,1.7,-2.26,3401.5,,741.8335258615095
796,T22,1324.4,,,3404.4,,741.7842170160296
797,T22,1329.0,,,3409.0,,741.7060029852684
798,T23,99.4,3.28,-5.52,3409.4,,741.6992017652021
799,T22,1332.7,2.48,-4.1,3412.7,,741.643091699656
800,T23,105.9,2.25,-6.34,3415.9,,741.5886819391264
801,T22,1336.1,,,3416.1,,741.5852813290934
802,T22,1338.7,,,3418.7,,741.5410733986631
803,T22,1340.3,2.11,-3.8,3420.3,,741.5138685183983
804,T22,1342.1,,,3422.1,,741.4832630281005
805,T23,112.9,2.64,-4.7,3422.9,,741.4696605879681
806,T23,116.7,1.87,-7.27,3426.7,,741.4050489973392
807,T22,1348.2,,,3428.2,,741.379544422091
808,T23,119.2,2.58,-8.77,3429.2,,741.3625413719255
809,T22,1350.1,2.48,-4.32,3430.1,,741.3472386267766
810,T22,1353.1,,,3433.1,,741.2962294762801
811,T23,123.4,2.54,-5.2,3433.4,,741.2911285612305
812,T22,1354.2,,,3434.2,,741.2775261210982
813,T23,125.5,2.89,-5.86,3435.5,,741.255422155883
814,T22,1358.2,2.95,-4.68,3438.2,,741.2095139204362
815,T22,1361.1,,,3441.1,,741.1602050749563
816,T22,1364.6,,,3444.6,,741.1006943993771
817,T22,1365.9,2.61,-3.98,3445.9,,741.0785904341619
818,T22,1371.2,,,3451.2,,740.9884742682848
819,T23,142.5,2.22,-5.41,3452.5,,740.9663703030697
820,T23,144.9,2.74,-5.75,3454.9,,740.9255629826724
821,T22,1375.0,,,3455.0,,740.9238626776558
822,T23,152.2,2.53,-4.72,3462.2,,740.8014407164643
823,T22,1382.4,2.73,-9.27,3462.4,,740.7980401064312
824,T22,1388.9,,,3468.9,,740.6875202803556
825,T23,159.3,1.97,-4.58,3469.3,,740.6807190602893
826,T22,1390.3,,,3470.3,,740.6637160101238
827,T23,166.4,2.3,-8.6,3476.4,,740.5599974041144
828,T22,1397.6,2.52,-3.04,3477.6,,740.5395937439158
829,T23,168.7,2.34,-5.34,3478.7,,740.5208903887337
830,T22,1401.7,,,3481.7,,740.4698812382372
831,T23,171.8,2.66,-7.03,3481.8,,740.4681809332207
832,T22,1407.6,,,3487.6,,740.3695632422608
833,T22,1409.3,,,3489.3,,740.3406580569795
834,T22,1412.8,,,3492.8,,740.2811473814003
835,T22,1418.0,,,3498.0,,740.1927315205397
836,T23,191.5,2.42,-6.49,3501.5,,740.1332208449605
837,T22,1421.7,,,3501.7,,740.1298202349275
838,T23,194.3,2.15,-9.22,3504.3,,740.0856123044972
839,T22,1424.6,,,3504.6,,740.0805113894476
840,T22,1425.7,,,3505.7,,740.0618080342655
841,T22,1427.9,,,3507.9,,740.0244013239014
842,T23,199.5,3.08,-10.56,3509.5,,739.9971964436367
843,T22,1429.9,,,3509.9,,739.9903952235704
844,T22,1431.2,,,3511.2,,739.9682912583553
845,T22,1432.3,,,3512.3,,739.9495879031732
846,T23,203.0,2.88,-10.3,3513.0,,739.9376857680573
847,T22,1434.5,,,3514.5,,739.9121811928092
848,T22,1435.9,,,3515.9,,739.8883769225774
849,T22,1437.9,,,3517.9,,739.8543708222464
850,T23,209.5,3.14,-10.36,3519.5,,739.8271659419817
851,T22,1440.4,,,3520.4,,739.8118631968327
852,T23,212.1,2.75,-5.22,3522.1,,739.7829580115514
853,T23,215.6,3.33,-9.54,3525.6,,739.7234473359722
854,T23,220.4,2.8,-10.52,3530.4,,739.6418326951779
855,T23,222.2,2.92,-11.11,3532.2,,739.61122720488
856,T23,230.6,2.62,-10.07,3540.6,,739.4684015834899
857,T23,233.4,2.44,-10.35,3543.4,,739.4207930430266
858,T23,237.3,2.33,-9.23,3547.3,,739.3544811473812
859,T23,242.3,2.56,-6.06,3552.3,,739.2694658965538
860,T23,244.8,2.3,-6.26,3554.8,,739.2269582711401
861,T23,248.6,3.22,-5.66,3558.6,,739.1623466805113
862,T23,250.3,3.63,-6.62,3560.3,,739.1334414952299
863,T22,1486.3,,,3566.3,,739.031423194237
864,T22,1489.0,2.73,-5.31,3569.0,,738.9855149587902
865,T22,1497.1,,,3577.1,,738.8477902524497
866,T23,268.9,3.39,-5.94,3578.9,,738.8171847621519
867,T23,273.2,3.28,-5.7,3583.2,,738.7440716464403
868,T23,275.3,2.98,-4.95,3585.3,,738.7083652410927
869,T23,280.6,2.55,-5.24,3590.6,,738.6182490752155
870,T23,282.9,2.84,-5.31,3592.9,,738.5791420598349
871,T22,1514.4,,,3594.4,,738.5536374845867
872,T23,286.1,3.26,-6.28,3596.1,,738.5247322993054
873,T23,290.9,4.41,-8.93,3600.9,,738.443117658511
874,T23,292.0,3.94,-8.9,3602.0,,738.424414303329
875,T23,295.6,3.68,-6.26,3605.6,,738.3632033227332
876,T23,297.5,3.99,-8.53,3607.5,,738.3308975274188
877,T23,302.4,3.14,-5.64,3612.4,,738.2475825816078
878,T23,305.2,2.3,-4.6,3615.2,,738.1999740411445
879,T23,307.2,2.37,-5.02,3617.2,,738.1659679408135
880,T23,309.4,2.28,-5.33,3619.4,,738.1285612304495
881,T23,310.9,1.91,-4.59,3620.9,,738.1030566552013
882,T22,1541.4,-0.02,-7.81,3621.4,,738.0945551301186
883,T23,313.3,2.23,-5.51,3623.3,,738.0622493348042
884,T23,341.6,1.07,-10.32,3651.6,,737.5810630151209
885,T23,351.4,1.14,-6.09,3661.4,,737.4144331234991
886,T23,354.5,0.09,-5.23,3664.5,,737.3617236679861
887,T23,362.3,0.22,-6.9,3672.3,,737.2290998766953
888,T23,363.2,-0.89,-7.69,3673.2,,737.2137971315464
889,T23,382.4,-1.36,-5.68,3692.4,,736.887338568369
890,T23,390.4,0.74,-5.65,3700.4,,736.7513141670452
891,T23,395.2,-0.21,-4.06,3705.2,,736.6696995262508
892,T23,398.8,0.93,-3.18,3708.8,,736.6084885456551
893,T23,409.4,1.45,-3.59,3719.4,,736.4282562139009
894,T23,411.6,0.95,-3.8,3721.6,,736.3908495035369
895,T23,412.4,0.78,-4.53,3722.4,,736.3772470634044
896,T23,415.3,-0.08,-4.78,3725.3,,736.3279382179245
897,T23,422.4,-0.36,-1.36,3732.4,,736.2072165617495
898,T23,426.8,0.43,-3.99,3736.8,,736.1324031410214
899,T23,436.9,-1.86,-7.7,3746.9,,735.96067233435
900,T23,438.5,-0.68,-8.33,3748.5,,735.9334674540852
901,T23,440.8,-0.19,-5.93,3750.8,,735.8943604387046
902,T23,442.8,0.31,-5.31,3752.8,,735.8603543383736
903,T23,443.2,-1.26,-6.97,3753.2,,735.8535531183073
904,T23,454.4,-4.47,-5.41,3764.4,,735.6631189564539
905,T23,455.8,-1.81,-2.67,3765.8,,735.6393146862222
906,T23,458.4,-1.48,-3.02,3768.4,,735.5951067557919
907,T23,461.5,,,3771.5,,735.5423973002789
908,T23,482.6,,,3792.6,,735.1836329417871
909,T23,490.7,-11.12,-6.35,3800.7,,735.0459082354466
910,T23,492.0,-10.81,-6.3,3802.0,,735.0238042702315
911,T23,493.4,-5.99,-5.18,3803.4,,735
912,T23,514.1,5.18,-3.66,3824.1,,732
913,T23,516.1,3.7,-4.87,3826.1,,731.9511978704526
914,T23,518.0,3.33,-4.42,3828.0,,731.9048358473825
915,T23,520.5,4.52,-5.04,3830.5,,731.8438331854481
916,T23,523.6,5.05,-3.93,3833.6,,731.7681898846496
917,T23,526.1,6.22,-2.99,3836.1,,731.7071872227152
918,T23,526.4,4.51,-6.87,3836.4,,731.6998669032831
919,T23,527.8,6.14,-4.63,3837.8,,731.6657054125999
920,T23,530.3,5.31,-4.66,3840.3,,731.6047027506655
921,T23,533.4,5.51,-3.87,3843.4,,731.529059449867
922,T23,535.9,5.73,-4.38,3845.9,,731.4680567879326
923,T23,539.0,4.23,-4.15,3849.0,,731.392413487134
924,T23,542.3,5.16,-2.76,3852.3,,731.3118899733807
925,T23,544.2,5.52,-3.61,3854.2,,731.2655279503107
926,T23,544.7,5.4,-3.29,3854.7,,731.2533274179239
927,T23,546.5,5.85,-3.19,3856.5,,731.2094055013312
928,T23,548.3,,,3858.3,,731.1654835847385
929,T23,549.7,5.01,-4.85,3859.7,,731.1313220940552
930,T23,551.6,6.17,-3.53,3861.6,,731.0849600709852
931,T23,554.8,4.43,-3.28,3864.8,,731.0068766637092
932,T23,557.5,6.22,-2.83,3867.5,,730.9409937888202
933,T23,559.2,5.89,-3.28,3869.2,,730.8995119787048
934,T23,561.6,6.03,-3.77,3871.6,,730.8409494232478
935,T23,563.6,3.96,-4.43,3873.6,,730.7921472937004
936,T23,569.1,6.08,-6.85,3879.1,,730.6579414374448
937,T23,572.0,4.47,-7.01,3882.0,,730.587178349601
938,T23,574.0,5.8,-7.37,3884.0,,730.5383762200536
939,T23,576.6,5.43,-3.52,3886.6,,730.4749334516418
940,T23,579.1,4.29,-4.05,3889.1,,730.4139307897075
941,T23,580.6,5.79,-2.79,3890.6,,730.3773291925469
942,T23,583.0,6.95,-3.88,3893.0,,730.3187666370899
943,T23,584.4,5.53,-5.1,3894.4,,730.2846051464066
944,T23,586.4,6.22,-4.35,3896.4,,730.2358030168592
945,T23,586.9,5.81,-2.81,3896.9,,730.2236024844724
946,T23,589.0,4.94,-3.07,3899.0,,730.1723602484476
947,T23,592.0,4.87,-2.88,3902.0,,730.0991570541264
948,T23,593.9,5.45,-3.45,3903.9,,730.0527950310563
949,T23,596.0,4.56,-3.84,3906.0,,730.0015527950316
950,T23,600.1,5.39,-2.15,3910.1,,729.9015084294592
951,T23,601.3,4.75,-2.6,3911.3,,729.8722271517307
952,T23,603.1,4.78,-3.05,3913.1,,729.828305235138
953,T23,605.2,4.44,-3.83,3915.2,,729.7770629991132
954,T23,607.9,6.22,-4.35,3917.9,,729.7111801242241
955,T23,609.0,6.04,-2.83,3919.0,,729.684338952973
956,T23,611.6,5.03,-2.23,3921.6,,729.6208961845613
957,T23,614.9,5.39,-4.52,3924.9,,729.540372670808
958,T23,616.3,4.12,-3.13,3926.3,,729.5062111801248
959,T23,616.6,4.1,-4.77,3926.6,,729.4988908606927
960,T23,620.0,5.81,-4.72,3930.0,,729.415927240462
961,T23,622.9,5.21,-1.95,3932.9,,729.3451641526182
962,T23,625.5,5.69,-5.27,3935.5,,729.2817213842064
963,T23,626.7,4.71,-2.8,3936.7,,729.2524401064779
964,T23,629.4,4.96,-2.48,3939.4,,729.1865572315888
965,T23,631.7,5.8,-5.1,3941.7,,729.1304347826092
966,T23,634.5,,,3944.5,,729.0621118012427
967,T23,635.3,6.08,-3.93,3945.3,,729.0425909494237
968,T23,637.4,5.29,-4.61,3947.4,,728.9913487133989
969,T23,638.7,6.27,-5.29,3948.7,,728.959627329193
970,T23,641.3,5.49,-2.34,3951.3,,728.8961845607813
971,T23,643.4,6.1,-2.61,3953.4,,728.8449423247565
972,T23,645.2,5.99,-2.43,3955.2,,728.8010204081638
973,T23,647.8,4.48,-3.46,3957.8,,728.7375776397521
974,T23,653.4,5.12,-3.0,3963.4,,728.6009316770192
975,T23,656.8,5.11,-2.9,3966.8,,728.5179680567885
976,T23,658.8,6.21,-4.89,3968.8,,728.4691659272411
977,T23,659.8,5.93,-3.11,3969.8,,728.4447648624673
978,T23,660.5,5.36,-2.77,3970.5,,728.4276841171258
979,T23,662.4,6.08,-4.76,3972.4,,728.3813220940557
980,T23,663.1,6.36,-5.03,3973.1,,728.3642413487141
981,T23,667.3,6.52,-4.87,3977.3,,728.2617568766644
982,T23,671.0,6.3,-5.19,3981.0,,728.1714729370016
983,T23,672.5,5.73,-5.27,3982.5,,728.134871339841
984,T23,674.4,5.35,-5.59,3984.4,,728.0885093167709
985,T23,677.0,6.24,-5.17,3987.0,,728.0250665483592
986,T23,679.0,5.47,-5.51,3989.0,,727.9762644188118
987,T23,682.7,5.67,-6.11,3992.7,,727.8859804791489
988,T23,685.5,4.46,-6.36,3995.5,,727.8176574977824
989,T23,687.1,2.06,-10.9,3997.1,,727.7786157941445
990,T23,688.2,1.61,-10.64,3998.2,,727.7517746228933
991,T23,690.4,1.15,-10.55,4000.4,,727.698092280391
992,T23,697.3,1.42,-11.03,4007.3,,727.5297249334523
993,T23,698.6,5.78,-6.31,4008.6,,727.4980035492464
994,T23,699.2,-1.69,-9.47,4009.2,,727.4833629103822
995,T23,709.1,1.78,-6.13,4019.1,,727.2417923691222
996,T23,714.3,,,4024.3,,727.1149068322987
997,T23,716.8,2.77,-9.89,4026.8,,727.0539041703644
998,T23,718.6,,,4028.6,,727.0099822537717
999,T23,723.0,3.81,-10.63,4033.0,,726.9026175687673
1000,T23,724.6,4.96,-9.43,4034.6,,726.8635758651293
1001,T23,728.3,5.19,-10.73,4038.3,,726.7732919254664
1002,T23,730.9,1.3,-1.49,4040.9,,726.7098491570547
1003,T23,733.9,2.14,-9.37,4043.9,,726.6366459627335
1004,T23,735.6,2.82,-10.75,4045.6,,726.5951641526182
1005,T23,737.2,2.45,-10.24,4047.2,,726.5561224489802
1006,T23,738.5,2.52,-7.39,4048.5,,726.5244010647743
1007,T23,745.0,-0.32,-10.36,4055.0,,726.365794143745
1008,T23,769.8,-1.71,-4.78,4079.8,,725.7606477373564
1009,T23,774.6,,,4084.6,,725.6435226264425
1010,T23,779.1,0.12,-3.16,4089.1,,725.5337178349607
1011,T23,782.4,-0.71,-6.16,4092.4,,725.4531943212074
1012,T23,784.0,1.13,-7.09,4094.0,,725.4141526175695
1013,T23,784.7,2.07,-8.76,4094.7,,725.3970718722279
1014,T23,788.7,4.55,-8.87,4098.7,,725.299467613133
1015,T23,789.5,6.43,-9.35,4099.5,,725.2799467613139
1016,T23,795.1,5.87,-9.42,4105.1,,725.143300798581
1017,T23,797.9,2.93,-9.26,4107.9,,725.0749778172145
1018,T23,800.3,3.28,-9.13,4110.3,,725.0164152617575
1019,T23,803.1,3.13,-9.39,4113.1,,724.948092280391
1020,T23,806.8,2.71,-10.12,4116.8,,724.8578083407282
1021,T23,808.8,1.97,-9.92,4118.8,,724.8090062111808
1022,T23,812.4,0.7,-10.38,4122.4,,724.7211623779954
1023,T23,814.4,2.1,-10.1,4124.4,,724.672360248448
1024,T23,818.5,0.88,-7.58,4128.5,,724.5723158828756
1025,T23,820.6,2.25,-4.48,4130.6,,724.5210736468507
1026,T23,825.0,2.36,-9.49,4135.0,,724.4137089618463
1027,T23,827.4,1.66,-9.46,4137.4,,724.3551464063893
1028,T23,828.9,1.34,-6.82,4138.9,,724.3185448092287
1029,T23,832.3,2.39,-10.18,4142.3,,724.2355811889979
1030,T23,835.9,0.58,-6.32,4145.9,,724.1477373558125
1031,T23,837.6,1.96,-7.36,4147.6,,724.1062555456972
1032,T23,845.3,2.28,-11.54,4155.3,,723.9183673469395
1033,T23,848.7,2.44,-9.45,4158.7,,723.8354037267088
1034,T23,852.7,1.31,-9.61,4162.7,,723.7377994676139
1035,T23,856.0,0.88,-8.62,4166.0,,723.6572759538606
1036,T23,861.1,2.33,-10.93,4171.1,,723.5328305235145
1037,T23,866.3,0.94,-9.28,4176.3,,723.405944986691
1038,T30,1.4,1.79,-7.75,4176.4,mtx,723.4035048802136
1039,T30,4.2,1.19,-7.94,4179.2,,723.3351818988472
1040,T23,869.5,2.44,-11.12,4179.5,,723.3278615794151
1041,T23,872.3,0.32,-8.5,4182.3,,723.2595385980486
1042,T30,9.6,1.99,-8.7,4184.6,,723.203416149069
1043,T23,875.3,0.5,-10.05,4185.3,,723.1863354037274
1044,T30,11.7,2.73,-7.28,4186.7,,723.1521739130442
1045,T23,879.7,0.41,-9.82,4189.7,,723.078970718723
1046,T23,881.8,0.95,-10.29,4191.8,,723.0277284826981
1047,T30,16.8,1.98,-8.56,4191.8,,723.0277284826981
1048,T23,885.9,-0.47,-9.44,4195.9,,722.9276841171258
1049,T30,21.4,2.74,-9.25,4196.4,,722.9154835847389
1050,T30,25.6,2.35,-9.76,4200.6,,722.8129991126892
1051,T23,892.9,0.25,-12.53,4202.9,,722.7568766637097
1052,T30,30.4,0.56,-8.1,4205.4,mtx,722.6958740017753
1053,T23,914.6,-0.46,-8.83,4224.6,,722.2273735581196
1054,T23,915.5,-0.07,-10.68,4225.5,,722.2054125998231
1055,T23,916.6,0.7,-10.08,4226.6,,722.178571428572
1056,T23,917.5,1.01,-10.31,4227.5,,722.1566104702756
1057,T23,919.0,0.63,-10.4,4229.0,,722.120008873115
1058,T30,55.2,-2.42,-5.94,4230.2,,722.0907275953865
1059,T30,56.3,-0.65,-3.21,4231.3,,722.0638864241354
1060,T30,60.3,-2.71,-8.78,4235.3,mtx,721.9662821650404
1061,T30,60.8,-3.03,-9.99,4235.8,,721.9540816326536
1062,T30,85.7,-1.31,-10.08,4260.7,,721.3464951197876
1063,T30,86.7,-0.54,-10.12,4261.7,mtx,721.3220940550138
1064,T30,87.3,-0.36,-10.22,4262.3,,721.3074534161497
1065,T30,88.0,-0.15,-10.12,4263.0,,721.2903726708081
1066,T30,88.7,-1.25,-11.76,4263.7,,721.2732919254665
1067,T30,89.4,-0.56,-12.03,4264.4,,721.256211180125
1068,T30,89.9,-2.16,-10.24,4264.9,,721.2440106477382
1069,T30,99.9,,,4274.9,base of diamict,721
